;Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
161;201400000131;0;7;0;0.0;2.0;1.0;17.0;A01
162;201400000131;0;7;0;0.0;2.0;6.0;20.0;B02
163;201400000131;0;7;0;0.0;2.0;1.0;1.0;C03
164;201400000133;0;3;0;0.0;1.0;2.0;1.0;A01
165;201400000134;0;10;0;0.0;2.0;1.0;5.0;A01
166;201400000134;0;10;0;0.0;2.0;3.0;5.0;B02
167;201400000135;0;10;0;0.0;1.0;7.0;1.0;A01
168;201400000136;0;7;0;0.0;1.0;1.0;1.0;A01
169;201400000137;0;7;0;0.0;1.0;2.0;1.0;A01
170;201400000138;0;7;0;13.0;0.0;1.0;1.0;A01
171;201400000139;0;33;0;13.0;0.0;1.0;1.0;A01
172;201400000140;0;30;0;0.0;5.0;1.0;1.0;A01
173;201400000141;0;31;0;9.0;2.0;1.0;17.0;A01
174;201400000141;0;7;0;0.0;2.0;3.0;15.0;B02
175;201400000142;0;30;0;1.0;1.0;4.0;1.0;A01
176;201400000143;0;7;0;0.0;1.0;2.0;16.0;A01
177;201400000145;1;7;0;0.0;2.0;2.0;1.0;B02
178;201400000145;0;2;0;0.0;2.0;6.0;15.0;A01
179;201400000146;0;7;0;0.0;1.0;2.0;1.0;A01
180;201400000147;0;21;0;0.0;1.0;4.0;24.0;B02
181;201400000147;0;10;0;1.0;0.0;3.0;1.0;A01
182;201400000148;1;7;0;0.0;1.0;2.0;2.0;A01
183;201400000149;0;7;0;0.0;2.0;3.0;19.0;A01
184;201400000149;0;7;0;0.0;2.0;1.0;17.0;B02
185;201400000150;0;31;0;0.0;2.0;0.0;17.0;A01
186;201400000150;0;7;0;0.0;2.0;8.0;15.0;B02
187;201400000151;0;32;0;7.0;0.0;1.0;13.0;A01
188;201400000152;0;7;0;0.0;2.0;3.0;1.0;A01
189;201400000152;0;30;0;0.0;2.0;8.0;1.0;B02
190;201400000152;0;30;0;0.0;2.0;1.0;13.0;C03
191;201400000153;0;30;0;0.0;2.0;1.0;1.0;A01
192;201400000153;0;7;0;0.0;2.0;3.0;1.0;B02
193;201400000155;0;7;0;0.0;1.0;2.0;1.0;A01
194;201400000156;0;7;0;0.0;2.0;5.0;1.0;A01
195;201400000156;0;30;0;0.0;2.0;1.0;2.0;B02
196;201400000157;0;7;0;0.0;0.0;9.0;0.0;A01
197;201400000158;0;7;0;0.0;2.0;1.0;1.0;B02
198;201400000158;0;2;0;0.0;2.0;1.0;5.0;A01
199;201400000159;0;10;0;1.0;0.0;3.0;13.0;A01
200;201400000159;0;30;0;0.0;0.0;1.0;0.0;B02
201;201400000160;0;7;0;0.0;2.0;1.0;1.0;B02
202;201400000160;0;7;0;0.0;2.0;1.0;13.0;A01
203;201400000161;0;7;0;0.0;0.0;1.0;13.0;A01
204;201400000161;0;7;0;0.0;0.0;1.0;0.0;B02
205;201400000162;0;7;0;14.0;0.0;1.0;1.0;A01
206;201400000163;0;7;0;0.0;0.0;2.0;14.0;A01
207;201400000164;0;7;0;0.0;0.0;1.0;1.0;A01
208;201400000165;1;7;0;0.0;1.0;2.0;1.0;A01
209;201400000166;0;7;0;14.0;0.0;4.0;1.0;A01
210;201400000166;0;33;0;14.0;0.0;1.0;1.0;B02
211;201400000167;0;7;0;0.0;2.0;6.0;15.0;A01
212;201400000167;0;33;0;0.0;2.0;1.0;17.0;B02
213;201400000168;0;30;0;0.0;2.0;1.0;1.0;A01
214;201400000168;0;10;0;0.0;2.0;3.0;19.0;B02
215;201400000169;0;7;0;0.0;2.0;1.0;5.0;A01
216;201400000169;0;10;0;0.0;2.0;2.0;1.0;B02
217;201400000170;0;7;0;0.0;2.0;1.0;17.0;A01
218;201400000170;0;7;0;0.0;2.0;1.0;1.0;B02
219;201400000171;0;7;0;0.0;2.0;7.0;15.0;A01
220;201400000171;0;30;0;0.0;2.0;1.0;1.0;B02
221;201400000172;0;33;0;0.0;2.0;1.0;21.0;A01
222;201400000172;0;7;0;0.0;2.0;3.0;10.0;B02
223;201400000173;0;15;0;0.0;2.0;4.0;20.0;A01
224;201400000173;0;33;0;0.0;2.0;1.0;23.0;B02
225;201400000174;0;33;0;16.0;0.0;7.0;1.0;A01
226;201400000175;0;7;0;0.0;2.0;8.0;19.0;A01
227;201400000175;0;7;0;0.0;2.0;1.0;0.0;B02
228;201400000176;0;7;0;0.0;2.0;3.0;13.0;A01
229;201400000176;0;7;0;0.0;2.0;3.0;1.0;B02
230;201400000177;0;33;0;0.0;0.0;1.0;1.0;B02
231;201400000177;0;7;0;0.0;0.0;8.0;1.0;A01
232;201400000178;0;7;0;8.0;0.0;1.0;5.0;A01
233;201400000179;0;33;0;8.0;0.0;1.0;1.0;A01
234;201400000180;0;7;0;3.0;0.0;2.0;1.0;A01
235;201400000181;0;7;0;13.0;0.0;5.0;1.0;A01
236;201400000182;0;7;0;0.0;1.0;2.0;1.0;A01
237;201400000183;0;7;0;0.0;0.0;1.0;1.0;A01
238;201400000183;0;7;0;0.0;0.0;4.0;1.0;B02
239;201400000183;0;7;0;0.0;0.0;4.0;1.0;C03
240;201400000184;0;7;0;4.0;0.0;3.0;13.0;A01
241;201400000186;0;33;0;0.0;0.0;1.0;16.0;A01
242;201400000187;0;7;0;0.0;0.0;1.0;0.0;A01
243;201400000187;0;7;0;0.0;0.0;8.0;0.0;C03
244;201400000187;0;7;0;0.0;0.0;1.0;0.0;B02
245;201400000188;0;7;0;0.0;2.0;8.0;1.0;B02
246;201400000188;0;7;0;2.0;2.0;5.0;17.0;A01
247;201400000189;0;7;0;0.0;1.0;7.0;1.0;A01
248;201400000190;0;1;0;1.0;0.0;1.0;21.0;B02
249;201400000190;0;21;0;1.0;9.0;2.0;0.0;A01
250;201400000191;0;7;0;0.0;2.0;7.0;1.0;A01
251;201400000191;0;7;0;0.0;2.0;3.0;9.0;B02
252;201400000192;0;7;0;2.0;2.0;1.0;5.0;A01
253;201400000192;0;33;0;0.0;2.0;1.0;1.0;B02
254;201400000193;0;15;0;0.0;2.0;2.0;13.0;A01
255;201400000193;0;10;0;0.0;2.0;3.0;1.0;B02
256;201400000194;0;7;0;0.0;1.0;1.0;1.0;A01
257;201400000195;0;7;0;2.0;0.0;2.0;1.0;A01
258;201400000196;0;10;0;13.0;0.0;6.0;1.0;A01
259;201400000198;0;7;0;16.0;0.0;3.0;19.0;A01
260;201400000199;0;7;0;0.0;1.0;2.0;1.0;A01
261;201400000200;0;7;0;0.0;0.0;8.0;19.0;B02
262;201400000200;0;7;0;0.0;0.0;1.0;1.0;A01
263;201400000201;0;7;0;0.0;2.0;2.0;15.0;B02
264;201400000201;0;10;0;0.0;2.0;1.0;1.0;A01
265;201400000202;0;33;0;0.0;2.0;1.0;1.0;B02
266;201400000202;0;10;0;0.0;2.0;5.0;15.0;A01
267;201400000203;0;17;0;0.0;2.0;1.0;14.0;B02
268;201400000203;0;7;0;0.0;2.0;1.0;17.0;A01
269;201400000204;0;14;0;0.0;0.0;5.0;1.0;A01
270;201400000204;0;14;0;0.0;0.0;1.0;0.0;B02
271;201400000204;0;14;0;0.0;0.0;1.0;0.0;C03
272;201400000205;0;7;0;2.0;0.0;3.0;13.0;A01
273;201400000206;0;7;0;8.0;0.0;1.0;15.0;A01
274;201400000207;0;31;0;2.0;0.0;1.0;1.0;A01
275;201400000208;0;7;0;0.0;2.0;1.0;13.0;A01
276;201400000208;0;10;0;0.0;0.0;1.0;0.0;B02
277;201400000209;0;30;0;0.0;2.0;0.0;19.0;B02
278;201400000209;0;7;0;0.0;2.0;2.0;1.0;A01
279;201400000210;0;7;0;2.0;6.0;9.0;0.0;A01
280;201400000211;0;7;0;0.0;2.0;3.0;13.0;B02
281;201400000211;0;7;0;0.0;2.0;3.0;1.0;A01
282;201400000212;0;7;0;16.0;0.0;9.0;1.0;A01
283;201400000214;0;7;0;0.0;2.0;8.0;19.0;A01
284;201400000214;0;33;0;0.0;2.0;1.0;1.0;B02
285;201400000215;0;7;0;13.0;0.0;0.0;1.0;A01
286;201400000216;0;33;0;0.0;0.0;1.0;17.0;B02
287;201400000216;0;7;0;0.0;0.0;3.0;1.0;A01
288;201400000217;0;7;0;0.0;2.0;1.0;15.0;A01
289;201400000217;0;1;0;0.0;2.0;8.0;15.0;B02
290;201400000218;0;7;0;2.0;0.0;7.0;0.0;A01
291;201400000219;0;7;0;0.0;2.0;3.0;1.0;B02
292;201400000219;0;7;0;0.0;2.0;3.0;2.0;C03
293;201400000219;0;7;0;0.0;2.0;3.0;13.0;A01
294;201400000220;0;7;0;0.0;1.0;6.0;20.0;A01
295;201400000221;0;33;0;0.0;2.0;3.0;1.0;A01
296;201400000221;0;7;0;0.0;2.0;8.0;15.0;B02
297;201400000222;0;33;0;0.0;2.0;1.0;1.0;A01
298;201400000222;0;7;0;0.0;2.0;7.0;19.0;B02
299;201400000223;0;33;0;13.0;0.0;1.0;1.0;A01
300;201400000224;1;7;0;0.0;1.0;2.0;1.0;A01
301;201400000225;0;7;0;6.0;0.0;1.0;13.0;A01
302;201400000226;0;7;0;8.0;0.0;3.0;1.0;A01
303;201400000227;0;7;0;0.0;1.0;2.0;21.0;A01
304;201400000228;0;7;0;0.0;2.0;3.0;15.0;A01
305;201400000228;0;31;0;0.0;2.0;1.0;17.0;B02
306;201400000229;0;38;0;0.0;1.0;1.0;1.0;A01
307;201400000230;0;7;0;4.0;2.0;3.0;15.0;A01
308;201400000230;0;7;0;4.0;2.0;2.0;17.0;B02
309;201400000231;0;14;0;0.0;2.0;1.0;12.0;B02
310;201400000231;0;7;0;0.0;0.0;4.0;1.0;A01
311;201400000232;0;7;0;0.0;2.0;6.0;13.0;A01
312;201400000232;0;7;0;0.0;2.0;3.0;1.0;B02
313;201400000234;0;7;0;6.0;0.0;1.0;1.0;A01
314;201400000235;0;7;0;0.0;1.0;3.0;1.0;A01
315;201400000236;0;7;0;0.0;2.0;1.0;13.0;B02
316;201400000236;0;7;0;0.0;2.0;1.0;13.0;A01
317;201400000237;0;32;0;0.0;0.0;0.0;0.0;A01
318;201400000238;0;7;0;9.0;0.0;1.0;13.0;A01
319;201400000239;0;10;0;13.0;0.0;1.0;18.0;A01
320;201400000240;0;7;0;8.0;1.0;1.0;1.0;A01
321;201400000241;0;7;0;0.0;0.0;1.0;1.0;A01
322;201400000241;0;2;0;0.0;0.0;7.0;19.0;B02
323;201400000243;0;2;0;0.0;2.0;7.0;1.0;B02
324;201400000243;0;7;0;0.0;2.0;3.0;9.0;A01
325;201400000244;0;10;0;0.0;1.0;3.0;15.0;A01
326;201400000245;0;10;0;0.0;2.0;2.0;21.0;B02
327;201400000245;0;7;0;0.0;2.0;5.0;13.0;A01
328;201400000248;0;10;0;0.0;1.0;5.0;2.0;A01
329;201400000249;0;7;0;0.0;2.0;8.0;1.0;C03
330;201400000249;0;7;0;0.0;2.0;3.0;13.0;A01
331;201400000249;0;7;0;0.0;2.0;3.0;1.0;B02
332;201400000250;0;2;0;0.0;2.0;1.0;17.0;A01
333;201400000250;0;7;0;0.0;2.0;3.0;15.0;B02
334;201400000252;0;10;0;0.0;2.0;1.0;13.0;A01
335;201400000252;0;7;0;0.0;2.0;1.0;13.0;B02
336;201400000253;0;33;0;0.0;2.0;1.0;1.0;A01
337;201400000253;0;7;0;0.0;2.0;2.0;1.0;B02
338;201400000254;0;7;0;0.0;2.0;3.0;15.0;A01
339;201400000254;0;31;0;0.0;2.0;1.0;1.0;B02
340;201400000255;0;7;0;0.0;2.0;3.0;13.0;A01
341;201400000256;0;1;0;0.0;2.0;7.0;19.0;B02
342;201400000256;0;7;0;0.0;2.0;1.0;21.0;A01
343;201400000257;0;7;0;0.0;1.0;2.0;12.0;A01
344;201400000258;0;7;0;0.0;2.0;2.0;1.0;A01
345;201400000258;0;2;0;0.0;2.0;1.0;1.0;B02
346;201400000260;0;33;0;0.0;0.0;0.0;0.0;A01
347;201400000261;0;7;0;0.0;0.0;3.0;0.0;A01
348;201400000261;0;7;0;0.0;0.0;3.0;0.0;B02
349;201400000262;0;33;0;0.0;0.0;5.0;9.0;B02
350;201400000262;0;7;0;0.0;0.0;3.0;9.0;A01
351;201400000263;0;30;0;0.0;5.0;1.0;1.0;A01
352;201400000264;0;7;0;0.0;2.0;8.0;13.0;B02
353;201400000264;0;33;0;15.0;2.0;7.0;17.0;A01
354;201400000265;0;30;0;0.0;2.0;2.0;1.0;A01
355;201400000265;0;7;0;0.0;2.0;2.0;19.0;B02
356;201400000267;0;7;0;6.0;0.0;3.0;1.0;A01
357;201400000268;0;31;0;0.0;0.0;0.0;1.0;A01
358;201400000269;0;33;0;1.0;1.0;1.0;1.0;A01
359;201400000270;1;7;0;0.0;2.0;3.0;19.0;A01
360;201400000270;0;30;0;0.0;2.0;1.0;21.0;B02
361;201400000271;0;31;0;0.0;1.0;1.0;1.0;A01
362;201400000272;0;10;0;0.0;2.0;3.0;10.0;A01
363;201400000272;0;33;0;0.0;2.0;1.0;1.0;B02
364;201400000273;0;7;0;0.0;2.0;3.0;19.0;A01
365;201400000273;0;33;0;0.0;2.0;2.0;1.0;B02
366;201400000274;0;7;0;13.0;0.0;1.0;1.0;A01
367;201400000275;0;7;0;0.0;2.0;7.0;1.0;B02
368;201400000275;0;7;0;0.0;2.0;8.0;20.0;A01
369;201400000276;0;7;0;0.0;1.0;2.0;0.0;A01
370;201400000277;0;10;0;6.0;0.0;9.0;1.0;A01
371;201400000278;0;7;0;0.0;1.0;1.0;1.0;A01
372;201400000280;0;7;0;2.0;0.0;7.0;1.0;A01
373;201400000281;0;7;0;0.0;2.0;1.0;1.0;B02
374;201400000282;0;7;0;0.0;2.0;1.0;1.0;A01
375;201400000282;0;7;0;0.0;2.0;8.0;15.0;B02
376;201400000284;0;2;0;0.0;2.0;1.0;1.0;B02
377;201400000284;0;7;0;0.0;2.0;3.0;15.0;A01
378;201400000285;0;7;0;0.0;0.0;6.0;1.0;A01
379;201400000285;0;3;0;0.0;2.0;1.0;19.0;B02
380;201400000286;0;14;0;0.0;0.0;4.0;1.0;A01
381;201400000286;0;7;0;0.0;2.0;1.0;2.0;B02
382;201400000287;0;2;0;0.0;2.0;7.0;17.0;A01
383;201400000287;0;21;0;0.0;2.0;0.0;2.0;B02
384;201400000288;0;33;0;13.0;0.0;1.0;1.0;A01
385;201400000289;0;33;0;0.0;2.0;1.0;1.0;B02
386;201400000289;0;10;0;0.0;2.0;7.0;15.0;A01
387;201400000290;0;17;0;0.0;2.0;3.0;5.0;B02
388;201400000290;0;7;0;0.0;2.0;3.0;5.0;A01
389;201400000292;0;7;0;4.0;0.0;2.0;1.0;A01
390;201400000294;0;7;0;0.0;2.0;1.0;1.0;A01
391;201400000294;0;7;0;0.0;2.0;1.0;0.0;B02
392;201400000295;0;7;0;2.0;0.0;3.0;13.0;A01
393;201400000297;0;7;0;9.0;2.0;7.0;19.0;A01
394;201400000297;0;7;0;0.0;2.0;1.0;1.0;B02
395;201400000298;0;10;0;0.0;2.0;1.0;1.0;B02
396;201400000298;0;10;0;0.0;2.0;1.0;15.0;A01
397;201400000300;0;7;0;8.0;0.0;1.0;1.0;A01
398;201400000301;0;7;0;2.0;0.0;1.0;1.0;A01
399;201400000302;0;7;0;0.0;0.0;3.0;15.0;A01
400;201400000302;0;30;0;0.0;0.0;8.0;1.0;B02
401;201400000303;0;7;0;0.0;2.0;7.0;13.0;A01
402;201400000303;0;7;0;0.0;2.0;1.0;1.0;B02
403;201400000304;0;7;0;0.0;1.0;2.0;1.0;A01
404;201400000305;0;30;0;0.0;2.0;8.0;19.0;B02
405;201400000305;0;14;0;0.0;2.0;1.0;1.0;A01
406;201400000306;0;7;0;2.0;0.0;4.0;0.0;A01
407;201400000307;0;7;0;0.0;2.0;1.0;1.0;A01
408;201400000307;0;7;0;0.0;2.0;4.0;1.0;B02
409;201400000307;0;7;0;0.0;2.0;1.0;1.0;C03
410;201400000308;0;7;0;0.0;2.0;3.0;15.0;B02
411;201400000308;0;31;0;0.0;2.0;1.0;17.0;A01
412;201400000309;0;7;0;0.0;2.0;1.0;2.0;A01
413;201400000309;0;21;0;0.0;2.0;4.0;1.0;B02
414;201400000310;0;7;0;0.0;0.0;9.0;1.0;A01
415;201400000311;0;7;0;0.0;1.0;2.0;1.0;A01
416;201400000313;0;7;0;16.0;0.0;7.0;1.0;A01
417;201400000314;0;7;0;0.0;0.0;1.0;1.0;A01
418;201400000315;0;7;0;0.0;2.0;1.0;5.0;A01
419;201400000315;0;7;0;0.0;2.0;2.0;11.0;B02
420;201400000317;0;7;0;0.0;2.0;1.0;9.0;A01
421;201400000317;0;7;0;0.0;2.0;1.0;17.0;B02
422;201400000318;0;7;0;0.0;1.0;2.0;1.0;A01
423;201400000319;0;33;0;9.0;0.0;1.0;1.0;A01
424;201400000321;0;7;0;0.0;1.0;2.0;1.0;A01
425;201400000323;0;7;0;0.0;2.0;3.0;1.0;B02
426;201400000323;0;10;0;0.0;2.0;2.0;19.0;A01
427;201400000324;0;7;0;0.0;0.0;3.0;10.0;A01
428;201400000324;0;33;0;0.0;0.0;1.0;1.0;B02
429;201400000325;0;7;0;0.0;2.0;1.0;1.0;B02
430;201400000325;0;30;0;0.0;2.0;8.0;19.0;A01
431;201400000326;0;7;0;6.0;0.0;1.0;16.0;A01
432;201400000327;0;7;0;0.0;2.0;8.0;1.0;B02
433;201400000327;0;7;0;0.0;2.0;7.0;21.0;A01
434;201400000328;0;7;0;0.0;2.0;3.0;19.0;B02
