;Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
155;201500000171;15;5;12;1745;1;2;1;1;2;15;Avenue de la gare;M;0.0;0.0;590
156;201500000172;15;5;19;715;1;1;1;1;4;126;;M;0.0;0.0;590
157;201500000173;15;11;17;1115;1;2;1;2;3;199;rue de la mairie;M;5032400.0;317200.0;590
158;201500000174;15;11;20;815;2;2;1;2;1;126;35, rue  roucourt;M;5032100.0;313300.0;590
159;201500000175;15;11;25;1745;5;2;1;2;7;15;Rue Geoges Lefebvre;M;5028700.0;310700.0;590
160;201500000176;15;12;31;1345;1;2;1;1;3;409;rue voltaire;M;5030800.0;321000.0;590
161;201500000177;15;4;17;1815;1;2;1;1;6;449;CD938;M;0.0;0.0;590
162;201500000178;15;6;5;1100;1;2;1;1;6;449;rue jules rieu cd 938;M;0.0;0.0;590
163;201500000179;15;7;8;1100;1;2;6;2;7;449;CD 938;M;0.0;0.0;590
164;201500000180;15;9;25;2145;5;2;1;1;6;80;759 rue jacques varlet;M;0.0;0.0;590
165;201500000181;15;11;11;1215;1;2;3;1;1;158;route nationale;M;0.0;0.0;590
166;201500000182;15;1;8;430;5;1;2;3;3;584;;M;0.0;0.0;590
167;201500000183;15;1;15;1630;1;1;1;2;1;70;;M;0.0;0.0;590
168;201500000185;15;4;14;30;3;1;1;1;7;357;Rue de Mons;M;5029773.0;386243.0;590
169;201500000187;15;6;27;830;1;2;1;1;1;6;route de bavay;M;0.0;0.0;590
170;201500000189;15;10;27;1330;1;1;1;1;3;618;;M;0.0;0.0;590
171;201500000191;15;1;7;1200;1;1;1;1;3;619;;M;5090800.0;308200.0;590
172;201500000192;15;12;31;1730;3;1;1;1;5;151;;M;0.0;0.0;590
173;201500000193;15;3;1;615;2;1;1;2;3;260;;M;5038602.0;225198.0;620
174;201500000194;15;4;19;430;3;1;1;1;6;415;;M;5033404.0;263188.0;620
175;201500000195;15;1;30;845;1;1;1;4;2;799;;M;0.0;0.0;620
176;201500000197;15;6;28;1100;1;1;1;1;6;751;;M;0.0;0.0;620
177;201500000198;15;7;19;1845;1;1;1;1;2;894;;M;0.0;0.0;620
178;201500000199;15;9;23;2315;3;1;1;1;1;160;;M;0.0;0.0;620
179;201500000200;15;10;8;1030;1;1;1;1;6;887;;M;0.0;0.0;620
180;201500000201;15;12;10;1730;1;1;1;1;3;160;;M;0.0;0.0;620
181;201500000202;15;12;26;1600;1;1;1;1;6;235;;M;0.0;0.0;620
182;201500000204;15;6;27;1845;1;1;1;1;7;5;;M;5012807.0;278359.0;620
183;201500000205;15;10;16;415;3;1;1;2;6;79;;M;5010210.0;289122.0;620
184;201500000206;15;11;3;1645;2;1;1;1;3;387;;M;5010687.0;280805.0;620
185;201500000207;15;11;10;1600;1;2;1;1;3;830;;M;5008871.0;309317.0;620
186;201500000208;15;3;14;1500;1;1;1;1;7;115;;M;5026079.0;266660.0;620
187;201500000209;15;5;26;1830;1;2;2;1;3;579;rue d'arras;M;5018183.0;265780.0;620
188;201500000210;15;8;2;2015;1;1;1;1;6;272;;M;5017759.0;269243.0;620
189;201500000211;15;9;27;2145;3;1;1;1;1;800;;M;5015024.0;257465.0;620
190;201500000212;15;12;17;900;1;1;1;1;1;85;;M;5023204.0;263282.0;620
191;201500000215;15;5;22;1300;1;1;1;1;2;369;;M;5033256.0;290494.0;620
192;201500000216;15;5;22;1600;1;1;1;1;1;589;;M;5035327.0;268076.0;620
193;201500000217;15;6;8;1745;1;1;1;1;3;557;;M;5033880.0;273022.0;620
194;201500000218;15;6;28;945;1;2;3;1;3;861;RUE VICTOR HUGO;M;5037620.0;280639.0;620
195;201500000219;15;7;3;2200;3;1;1;1;6;1;;M;5039390.0;268274.0;620
196;201500000220;15;8;12;615;2;1;6;1;3;320;;M;5031524.0;268372.0;620
197;201500000221;15;10;25;2215;1;2;1;1;2;1;139, rue marcel lancino;M;5039385.0;270542.0;620
198;201500000222;15;11;2;745;2;1;2;5;4;557;;M;5033064.0;271750.0;620
199;201500000223;15;1;11;1130;1;1;1;1;3;152;;M;5021248.0;280650.0;620
200;201500000224;15;1;14;800;2;1;2;1;3;697;;M;5026204.0;302261.0;620
201;201500000225;15;5;13;930;1;2;1;1;5;718;RD42 Rue d'Arras;M;5029934.0;288737.0;620
202;201500000226;15;6;22;1700;1;2;1;2;6;259;RD 5 , Grand place;M;5019966.0;287732.0;620
203;201500000227;15;7;22;1515;1;1;1;1;6;384;;M;5015224.0;309104.0;620
204;201500000228;15;9;10;1445;1;2;3;7;3;414;rue du Général de Gaulle;M;5025144.0;295922.0;620
205;201500000229;15;9;25;730;1;2;1;1;1;81;;M;5021328.0;306259.0;620
206;201500000230;15;11;2;700;2;1;1;5;5;582;;M;5025637.0;290777.0;620
207;201500000232;15;1;13;1530;1;2;1;2;3;865;Rue de Sailly;M;5031221.0;298943.0;620
208;201500000233;15;3;15;945;1;1;1;2;7;383;;M;5031078.0;306588.0;620
209;201500000234;15;3;28;815;1;2;1;1;7;405;D43;M;5029031.0;295981.0;620
210;201500000235;15;5;25;1530;1;1;1;1;3;865;;M;5033191.0;298517.0;620
211;201500000237;15;7;11;1530;1;1;1;1;7;128;;M;5032252.0;293756.0;620
212;201500000238;15;8;22;1600;1;1;1;7;3;128;;M;5031931.0;292912.0;620
213;201500000239;15;9;4;900;1;2;1;1;6;865;rue de la mairie RD 39;M;5032589.0;298131.0;620
214;201500000240;15;10;26;915;1;1;8;1;1;128;;M;5031311.0;292941.0;620
215;201500000241;15;12;29;1630;1;1;1;1;2;865;;M;5032869.0;300514.0;620
216;201500000242;15;12;29;2245;3;1;1;2;7;865;;M;5034030.0;298283.0;620
217;201500000243;15;5;15;845;1;1;2;1;3;701;;M;5057209.0;235050.0;620
218;201500000244;15;6;5;1130;1;2;1;7;3;512;rue d'Enquin;M;5056954.0;233826.0;620
219;201500000245;15;6;12;730;2;1;1;2;6;190;;M;5059006.0;251637.0;620
220;201500000247;15;6;29;2045;1;1;1;7;2;162;;M;5057577.0;242408.0;620
221;201500000248;15;6;28;1545;1;2;1;1;1;473;Rue Roger Salengro;M;5061875.0;247133.0;620
222;201500000250;15;10;9;2215;3;1;1;1;6;376;;M;5056102.0;260473.0;620
223;201500000251;15;11;29;430;5;2;1;2;6;313;Chaussée brunehaut;M;5059023.0;232550.0;620
224;201500000252;15;12;8;1815;5;2;1;2;1;313;660 chaussée Brunehaut;M;5058894.0;232695.0;620
225;201500000253;15;2;13;1745;3;1;1;1;1;454;;M;5055604.0;260884.0;620
226;201500000254;15;4;12;1545;1;2;2;1;3;502;1965 route de Béthune;M;5060542.0;269261.0;620
227;201500000255;15;4;30;1745;1;2;1;1;6;736;;M;5065773.0;278650.0;620
228;201500000256;15;9;2;1515;1;1;1;1;7;338;;M;5063978.0;281480.0;620
229;201500000257;15;1;15;1945;3;1;1;2;3;268;;M;5066043.0;184302.0;620
230;201500000258;15;4;2;1630;1;1;1;1;6;759;;M;5065263.0;188232.0;620
231;201500000259;15;7;1;1830;1;2;1;7;2;268;rue Jean macé, desvres;M;5066697.0;184069.0;620
232;201500000260;15;7;19;2030;1;1;1;7;1;214;;M;5065899.0;170094.0;620
233;201500000261;15;7;28;315;3;2;1;1;6;853;rue du centre;M;5067102.0;191387.0;620
234;201500000262;15;8;7;600;1;1;1;1;7;165;;M;5070174.0;182125.0;620
235;201500000263;15;9;6;1715;1;2;1;1;1;268;;M;5067859.0;183109.0;620
236;201500000264;15;9;25;830;2;2;1;7;6;268;100 RUE DES NODINGUES;M;5067010.0;183264.0;620
237;201500000265;15;2;13;1600;1;1;1;8;7;889;;M;5075715.0;173501.0;620
238;201500000266;15;4;15;1830;1;2;1;1;3;899;AV GEORGES CLEMENCEAU;M;5088373.0;166382.0;620
239;201500000267;15;10;22;745;2;2;3;1;1;25;RD940;M;5081283.0;160611.0;620
240;201500000268;15;11;26;700;5;2;1;8;6;329;rue Louis le senechal;M;5083147.0;175791.0;620
241;201500000269;15;1;17;230;5;2;1;4;6;604;avenue francois 1er;M;5063153.0;159104.0;620
242;201500000270;15;12;17;1715;5;1;1;1;2;408;;M;5090440.0;186879.0;620
243;201500000272;15;5;14;1730;1;2;3;2;3;170;Rue de Lucheux;M;5043316.0;267485.0;620
244;201500000273;15;8;5;2030;1;1;1;7;7;380;;M;5040670.0;263610.0;620
245;201500000274;15;9;13;2300;4;1;1;2;3;443;;M;5043883.0;265640.0;620
246;201500000275;15;12;20;1500;1;1;1;1;5;443;;M;5044234.0;264424.0;620
247;201500000276;15;1;2;1500;1;1;1;7;6;21;;M;5050713.0;185031.0;620
248;201500000277;15;3;16;1200;1;1;2;1;3;312;;M;5049719.0;181740.0;620
249;201500000280;15;7;10;1545;1;2;1;1;3;176;ROUTE DEPARTEMENTALE 939;M;5049908.0;169532.0;620
250;201500000281;15;8;19;2345;3;1;1;2;6;466;;M;5049787.0;189200.0;620
251;201500000282;15;10;14;1145;1;2;1;1;6;545;RUE PRINCIPALE;M;5054656.0;193539.0;620
252;201500000283;15;1;30;145;3;2;1;1;6;201;route de widehem;M;5056563.0;162163.0;620
253;201500000284;15;7;3;2030;1;2;1;1;3;318;bd de l'impératrice;M;5051596.0;163366.0;620
254;201500000286;15;9;30;1530;1;2;1;1;2;318;boulevard Descellers;M;5051828.0;163042.0;620
255;201500000287;15;10;1;1345;1;2;1;1;6;318;boulevard Lefèvre;M;5051659.0;164229.0;620
256;201500000288;15;10;16;1200;1;2;1;2;6;318;rue des berceaux;M;5051529.0;164226.0;620
257;201500000289;15;10;28;915;1;1;1;2;6;201;;M;5054921.0;161872.0;620
258;201500000290;15;2;8;1500;1;2;1;1;6;745;RUE DE MARENLA;M;5046706.0;190137.0;620
259;201500000291;15;2;12;1645;1;2;1;1;6;783;656 rue du haut;M;5034599.0;185577.0;620
260;201500000292;15;5;15;1800;1;2;1;2;7;257;chemin de fruges;M;5049363.0;206265.0;620
261;201500000293;15;5;24;1445;1;2;3;1;1;871;rue principale;M;5042787.0;202298.0;620
262;201500000294;15;6;28;1145;1;1;1;1;6;481;;M;5028172.0;198090.0;620
263;201500000296;15;10;26;1700;2;1;1;1;3;743;;M;5035228.0;203456.0;620
264;201500000297;15;11;5;2130;3;1;1;2;6;359;;M;5044296.0;207908.0;620
265;201500000298;15;2;3;1730;2;2;1;1;6;431;12 rue gaillot;M;5065706.0;221730.0;620
266;201500000299;15;5;28;900;1;1;1;1;3;313;;M;5058725.0;232988.0;620
267;201500000300;15;6;11;830;1;1;3;7;6;14;;M;5063815.0;239665.0;620
268;201500000301;15;6;13;1845;1;1;2;1;3;543;;M;5061636.0;230404.0;620
269;201500000302;15;6;18;1845;1;2;1;1;1;875;rue pottier;M;5070905.0;234110.0;620
270;201500000303;15;7;2;1700;1;2;1;1;1;14;rue du doyen;M;5063973.0;239581.0;620
271;201500000304;15;8;3;800;1;2;1;1;3;811;GRAND RUE;M;5063540.0;226013.0;620
272;201500000305;15;10;21;1830;2;2;9;2;6;811;rue de nielles;M;5062989.0;224400.0;620
273;201500000306;15;7;25;1900;1;1;1;1;1;38;;M;5088619.0;197221.0;620
274;201500000308;15;8;2;1630;1;2;1;1;6;618;894 rue de l'industrie;M;5082041.0;208602.0;620
275;201500000309;15;8;2;2030;1;1;1;1;6;38;;M;5086693.0;200656.0;620
276;201500000310;15;2;15;2100;3;2;1;5;7;325;rue d'arras;M;5059904.0;210126.0;620
277;201500000311;15;9;23;1515;1;2;1;1;2;485;;M;5055301.0;225889.0;620
278;201500000312;15;5;12;900;1;1;1;1;6;267;;M;5057347.0;215389.0;620
279;201500000313;15;7;6;1600;2;2;1;1;3;696;;M;5058057.0;217973.0;620
280;201500000314;15;8;7;545;2;1;1;1;6;265;;M;5064778.0;221786.0;620
281;201500000315;15;2;17;1400;1;1;1;1;1;245;;M;5070374.0;199927.0;620
282;201500000316;15;2;26;1400;1;2;1;2;1;467;RD 104;M;5040535.0;220519.0;620
283;201500000318;15;5;15;1900;1;1;1;1;1;282;;M;5038871.0;218571.0;620
284;201500000319;15;5;17;600;2;2;7;1;6;767;place maréchal Leclerc;M;5038248.0;233674.0;620
285;201500000320;15;6;18;1915;1;2;1;1;3;868;RD98;M;5034854.0;212994.0;620
286;201500000321;15;6;26;1200;1;1;9;1;1;451;;M;5047660.0;227821.0;620
287;201500000323;15;7;15;845;1;1;1;2;6;686;;M;5037554.0;230313.0;620
288;201500000324;15;1;17;645;2;1;1;9;6;784;;M;5020546.0;253875.0;620
289;201500000325;15;2;10;1715;1;1;2;1;3;45;;M;5034289.0;259200.0;620
290;201500000326;15;6;1;1930;1;1;1;1;6;63;;M;5028194.0;251549.0;620
291;201500000327;15;7;3;1930;1;2;1;1;6;399;rue d'ARRAS (PK25);M;5030631.0;260575.0;620
292;201500000328;15;7;8;1430;1;2;3;1;3;84;Rue de l'égalité;M;5024991.0;254923.0;620
293;201500000329;15;7;17;1515;1;2;2;1;3;785;rue bosquet à genièvre;M;5034841.0;256060.0;620
294;201500000330;15;8;5;930;1;1;1;1;2;820;;M;5035631.0;247707.0;620
295;201500000331;15;9;27;1500;1;1;1;1;2;45;;M;5034432.0;258517.0;620
296;201500000332;15;10;15;1900;3;1;1;2;1;785;;M;5035302.0;255348.0;620
297;201500000333;15;11;8;1645;1;2;1;1;6;45;rue Leona Ocre;M;5035016.0;258092.0;620
298;201500000334;15;5;24;945;1;1;1;1;3;45;;M;5034300.0;259147.0;620
299;201500000335;15;3;6;1630;1;1;1;1;7;577;;M;5029650.0;221323.0;620
300;201500000336;15;6;3;1915;1;2;1;1;6;361;;M;5027692.0;229557.0;620
301;201500000337;15;8;17;1845;1;1;1;1;3;283;;M;5032485.0;228239.0;620
302;201500000338;15;10;26;1130;1;2;1;1;6;361;53 rue de doullens;M;5027482.0;229206.0;620
303;201500000339;15;11;28;930;1;1;1;1;1;859;;M;5023572.0;222997.0;620
