;Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
117;201500000078;0;7;0;0.0;2.0;1.0;5.0;A01
118;201500000078;0;7;0;0.0;2.0;1.0;1.0;B02
119;201500000079;0;7;0;13.0;0.0;3.0;1.0;A01
120;201500000080;0;7;0;13.0;0.0;1.0;1.0;A01
121;201500000081;0;7;0;0.0;2.0;1.0;15.0;A01
122;201500000081;0;10;0;0.0;2.0;1.0;1.0;B02
123;201500000082;0;2;0;0.0;4.0;6.0;1.0;A01
124;201500000082;0;39;0;0.0;2.0;3.0;1.0;B02
125;201500000083;0;7;0;2.0;0.0;1.0;1.0;A01
126;201500000084;0;7;0;13.0;0.0;1.0;1.0;A01
127;201500000085;0;99;0;11.0;0.0;1.0;1.0;A01
128;201500000086;0;30;0;12.0;0.0;1.0;1.0;A01
129;201500000087;0;33;0;8.0;0.0;1.0;1.0;A01
130;201500000088;0;7;0;0.0;2.0;1.0;1.0;A01
131;201500000088;0;7;0;0.0;2.0;1.0;1.0;B02
132;201500000090;0;33;0;0.0;2.0;1.0;17.0;A01
133;201500000090;0;10;0;0.0;2.0;3.0;15.0;B02
134;201500000091;0;7;0;0.0;1.0;1.0;15.0;A01
135;201500000092;0;7;0;0.0;2.0;2.0;1.0;A01
136;201500000092;0;1;0;0.0;2.0;3.0;13.0;B02
137;201500000093;0;32;0;0.0;9.0;3.0;1.0;A01
138;201500000093;0;1;0;0.0;2.0;1.0;0.0;B02
139;201500000094;0;7;0;8.0;0.0;1.0;1.0;A01
140;201500000095;0;33;0;12.0;0.0;1.0;1.0;A01
141;201500000096;0;7;0;0.0;1.0;3.0;9.0;A01
142;201500000097;0;1;0;0.0;2.0;8.0;1.0;B02
143;201500000097;0;14;0;0.0;2.0;3.0;16.0;A01
144;201500000098;0;7;0;0.0;2.0;3.0;15.0;A01
145;201500000098;0;33;0;0.0;2.0;1.0;17.0;B02
146;201500000099;0;7;0;0.0;2.0;1.0;0.0;B02
147;201500000099;0;7;0;0.0;2.0;3.0;0.0;C03
148;201500000099;0;7;0;0.0;2.0;1.0;5.0;A01
149;201500000100;0;7;0;13.0;0.0;1.0;1.0;A01
150;201500000101;0;21;0;0.0;2.0;6.0;15.0;B02
151;201500000101;0;7;0;0.0;2.0;1.0;2.0;A01
152;201500000102;0;1;0;0.0;2.0;4.0;2.0;B02
153;201500000102;0;7;0;0.0;9.0;2.0;2.0;A01
154;201500000104;0;7;0;1.0;0.0;1.0;0.0;A01
155;201500000105;0;7;0;0.0;2.0;3.0;1.0;A01
156;201500000105;0;7;0;0.0;0.0;3.0;1.0;B02
157;201500000106;0;7;0;0.0;0.0;7.0;10.0;A01
158;201500000106;0;7;0;0.0;2.0;1.0;1.0;B02
159;201500000107;0;7;0;0.0;0.0;1.0;1.0;A01
160;201500000107;0;15;0;0.0;0.0;1.0;1.0;B02
161;201500000108;0;7;0;14.0;0.0;9.0;1.0;A01
162;201500000109;0;30;0;0.0;2.0;1.0;1.0;A01
163;201500000109;0;7;0;0.0;2.0;1.0;13.0;B02
164;201500000110;0;1;0;0.0;0.0;8.0;2.0;B02
165;201500000110;0;21;0;0.0;2.0;5.0;17.0;A01
166;201500000111;0;7;0;0.0;2.0;1.0;1.0;B02
167;201500000111;0;7;0;0.0;2.0;1.0;1.0;A01
168;201500000112;0;7;0;13.0;0.0;1.0;13.0;A01
169;201500000113;0;30;0;0.0;2.0;1.0;1.0;A01
170;201500000114;0;7;0;0.0;1.0;3.0;1.0;A01
171;201500000115;0;7;0;6.0;0.0;1.0;15.0;A01
172;201500000117;0;7;0;13.0;0.0;1.0;1.0;A01
173;201500000119;0;7;0;0.0;2.0;0.0;15.0;A01
174;201500000119;0;7;0;0.0;2.0;8.0;0.0;B02
175;201500000120;1;1;0;0.0;1.0;0.0;0.0;A01
176;201500000121;0;33;0;0.0;2.0;7.0;21.0;B02
177;201500000121;0;7;0;0.0;2.0;3.0;19.0;A01
178;201500000122;0;36;0;0.0;0.0;7.0;10.0;A01
179;201500000123;0;7;0;0.0;2.0;1.0;13.0;A01
180;201500000123;0;10;0;0.0;2.0;3.0;1.0;B02
181;201500000124;0;7;0;0.0;2.0;6.0;1.0;B02
182;201500000124;0;7;0;0.0;2.0;2.0;9.0;A01
183;201500000125;0;7;0;0.0;2.0;1.0;1.0;B02
184;201500000125;0;7;0;0.0;2.0;2.0;13.0;A01
185;201500000126;0;30;0;0.0;2.0;1.0;1.0;A01
186;201500000126;0;7;0;0.0;0.0;6.0;16.0;B02
187;201500000128;0;7;0;15.0;1.0;2.0;1.0;A01
188;201500000129;0;7;0;15.0;0.0;2.0;0.0;A01
189;201500000130;0;7;0;0.0;9.0;1.0;1.0;B02
190;201500000130;0;33;0;16.0;0.0;0.0;16.0;A01
191;201500000131;0;7;0;0.0;2.0;8.0;2.0;C03
192;201500000131;0;7;0;0.0;2.0;1.0;1.0;B02
193;201500000131;0;7;0;0.0;2.0;1.0;5.0;A01
194;201500000132;0;7;0;0.0;2.0;7.0;1.0;A01
195;201500000132;0;7;0;0.0;2.0;1.0;1.0;B02
196;201500000133;0;7;0;0.0;2.0;1.0;1.0;B02
197;201500000133;0;7;0;0.0;2.0;1.0;1.0;A01
198;201500000134;0;7;0;0.0;1.0;2.0;19.0;A01
199;201500000135;0;7;0;13.0;0.0;3.0;1.0;A01
200;201500000136;0;7;0;0.0;2.0;3.0;1.0;A01
201;201500000136;0;7;0;0.0;2.0;3.0;1.0;B02
202;201500000137;0;30;0;6.0;0.0;1.0;1.0;A01
203;201500000138;0;14;0;0.0;2.0;3.0;1.0;A01
204;201500000138;0;7;0;0.0;2.0;1.0;15.0;B02
205;201500000139;0;33;0;15.0;0.0;1.0;1.0;A01
206;201500000140;0;7;0;1.0;1.0;2.0;1.0;A01
207;201500000141;0;7;0;0.0;0.0;8.0;1.0;A01
208;201500000142;0;30;0;0.0;1.0;1.0;21.0;A01
209;201500000143;0;30;0;0.0;0.0;8.0;0.0;A01
210;201500000144;0;7;0;0.0;1.0;3.0;1.0;A01
211;201500000145;0;10;0;0.0;1.0;2.0;1.0;A01
212;201500000146;0;7;0;1.0;0.0;3.0;9.0;A01
213;201500000146;0;30;0;0.0;2.0;1.0;1.0;B02
214;201500000147;0;7;0;0.0;2.0;1.0;13.0;B02
215;201500000147;0;7;0;0.0;2.0;8.0;1.0;A01
216;201500000148;0;10;0;0.0;1.0;7.0;1.0;A01
217;201500000149;0;7;0;1.0;1.0;5.0;4.0;A01
218;201500000150;0;31;0;6.0;0.0;1.0;1.0;A01
219;201500000151;0;7;0;0.0;1.0;2.0;16.0;A01
220;201500000152;0;7;0;0.0;1.0;2.0;1.0;A01
221;201500000153;0;7;0;6.0;0.0;3.0;1.0;A01
222;201500000154;0;2;0;0.0;0.0;8.0;15.0;A01
223;201500000154;0;7;0;0.0;2.0;3.0;1.0;B02
224;201500000155;0;7;0;0.0;2.0;8.0;24.0;C03
225;201500000155;0;7;0;1.0;0.0;2.0;1.0;A01
226;201500000155;0;10;0;0.0;2.0;6.0;24.0;B02
227;201500000156;0;7;0;8.0;2.0;8.0;19.0;A01
228;201500000156;0;17;0;0.0;2.0;1.0;1.0;B02
229;201500000157;0;7;0;0.0;2.0;3.0;1.0;B02
230;201500000157;0;7;0;0.0;2.0;3.0;1.0;A01
231;201500000158;0;7;0;0.0;2.0;5.0;1.0;B02
232;201500000158;0;7;0;13.0;2.0;3.0;2.0;A01
233;201500000159;0;7;0;0.0;2.0;1.0;13.0;A01
234;201500000159;0;7;0;0.0;2.0;1.0;1.0;B02
235;201500000161;0;7;0;0.0;2.0;3.0;1.0;A01
236;201500000161;0;7;0;0.0;2.0;3.0;1.0;B02
237;201500000162;0;7;0;0.0;2.0;8.0;13.0;A01
238;201500000162;0;21;0;0.0;2.0;8.0;1.0;B02
239;201500000163;0;7;0;6.0;0.0;2.0;1.0;A01
240;201500000164;0;7;0;0.0;2.0;3.0;1.0;B02
241;201500000164;0;7;0;0.0;2.0;3.0;5.0;A01
242;201500000165;0;7;0;0.0;2.0;1.0;13.0;A01
243;201500000165;0;7;0;0.0;2.0;3.0;1.0;B02
244;201500000166;0;99;0;0.0;1.0;1.0;1.0;A01
245;201500000167;0;7;0;14.0;1.0;3.0;0.0;A01
246;201500000168;0;7;0;13.0;0.0;1.0;13.0;A01
247;201500000170;0;7;0;14.0;0.0;1.0;1.0;A01
248;201500000171;0;32;0;0.0;2.0;1.0;2.0;A01
249;201500000171;0;7;0;0.0;2.0;4.0;2.0;B02
250;201500000172;0;10;0;0.0;2.0;4.0;2.0;B02
251;201500000172;0;7;0;0.0;0.0;5.0;2.0;E05
252;201500000172;0;15;0;0.0;2.0;3.0;2.0;A01
253;201500000172;0;7;0;0.0;0.0;4.0;2.0;D04
254;201500000172;0;7;0;0.0;2.0;4.0;2.0;C03
255;201500000173;0;31;0;0.0;2.0;1.0;1.0;A01
256;201500000173;0;7;0;0.0;0.0;8.0;15.0;B02
257;201500000174;0;30;0;0.0;2.0;1.0;1.0;B02
258;201500000174;0;7;0;0.0;2.0;8.0;9.0;A01
259;201500000175;0;7;0;0.0;1.0;3.0;1.0;A01
260;201500000176;0;7;0;0.0;2.0;3.0;15.0;B02
261;201500000176;0;33;0;0.0;2.0;1.0;17.0;A01
262;201500000177;0;7;0;0.0;1.0;1.0;1.0;A01
263;201500000178;0;33;0;0.0;0.0;0.0;0.0;A01
264;201500000179;0;31;0;0.0;0.0;0.0;14.0;A01
265;201500000180;0;7;0;1.0;0.0;7.0;1.0;A01
266;201500000181;0;33;0;0.0;2.0;7.0;1.0;A01
267;201500000181;0;7;0;0.0;0.0;1.0;15.0;B02
268;201500000182;0;10;0;0.0;2.0;3.0;0.0;B02
269;201500000182;0;10;0;0.0;2.0;2.0;1.0;A01
270;201500000183;0;10;0;0.0;2.0;3.0;13.0;A01
271;201500000183;0;3;0;0.0;2.0;1.0;1.0;B02
272;201500000185;0;7;0;13.0;0.0;3.0;13.0;A01
273;201500000187;0;7;0;0.0;2.0;1.0;13.0;A01
274;201500000187;0;20;0;0.0;2.0;1.0;1.0;B02
275;201500000189;0;33;0;0.0;2.0;8.0;1.0;B02
276;201500000189;0;7;0;0.0;2.0;8.0;1.0;A01
277;201500000191;0;7;0;0.0;2.0;3.0;0.0;B02
278;201500000191;0;10;0;0.0;2.0;2.0;19.0;A01
279;201500000192;0;20;0;0.0;2.0;4.0;1.0;B02
280;201500000192;0;7;0;0.0;2.0;4.0;1.0;A01
281;201500000192;0;7;0;0.0;2.0;1.0;1.0;C03
282;201500000193;0;7;0;0.0;2.0;7.0;1.0;A01
283;201500000193;0;7;0;0.0;2.0;3.0;15.0;B02
284;201500000194;0;7;0;2.0;0.0;3.0;1.0;A01
285;201500000195;0;7;0;3.0;2.0;4.0;1.0;A01
286;201500000195;0;7;0;5.0;2.0;1.0;2.0;B02
287;201500000197;0;7;0;0.0;0.0;1.0;1.0;A01
288;201500000198;0;7;0;0.0;2.0;2.0;17.0;A01
289;201500000198;0;7;0;0.0;0.0;6.0;2.0;B02
290;201500000199;0;7;0;4.0;0.0;3.0;13.0;A01
291;201500000199;0;7;0;14.0;2.0;3.0;1.0;B02
292;201500000200;0;7;0;4.0;0.0;2.0;1.0;A01
293;201500000201;0;7;0;0.0;2.0;3.0;9.0;A01
294;201500000201;0;14;0;0.0;2.0;2.0;1.0;B02
295;201500000202;0;7;0;3.0;0.0;3.0;2.0;A01
296;201500000204;0;33;0;0.0;0.0;3.0;1.0;A01
297;201500000205;0;7;0;2.0;0.0;1.0;0.0;A01
298;201500000206;0;7;0;0.0;2.0;1.0;1.0;A01
299;201500000206;0;7;0;0.0;2.0;3.0;1.0;B02
300;201500000207;0;10;0;0.0;0.0;3.0;1.0;A01
301;201500000207;0;21;0;0.0;0.0;2.0;1.0;B02
302;201500000208;0;33;0;0.0;0.0;7.0;1.0;A01
303;201500000209;0;7;0;0.0;0.0;2.0;1.0;A01
304;201500000209;0;1;0;0.0;2.0;1.0;1.0;B02
305;201500000210;0;33;0;2.0;0.0;1.0;1.0;A01
306;201500000211;0;7;0;0.0;2.0;3.0;13.0;A01
307;201500000211;0;7;0;0.0;2.0;3.0;1.0;B02
308;201500000212;0;33;0;0.0;2.0;0.0;17.0;A01
309;201500000212;0;7;0;0.0;2.0;0.0;17.0;B02
310;201500000215;0;7;0;0.0;2.0;1.0;1.0;A01
311;201500000215;0;3;0;0.0;2.0;4.0;1.0;B02
312;201500000216;0;7;0;0.0;2.0;1.0;5.0;A01
313;201500000216;0;7;0;0.0;2.0;1.0;1.0;B02
314;201500000217;0;7;0;0.0;2.0;2.0;1.0;A01
315;201500000217;0;14;0;0.0;2.0;7.0;13.0;B02
316;201500000218;0;7;0;0.0;2.0;8.0;15.0;A01
317;201500000218;0;1;0;0.0;2.0;1.0;17.0;B02
318;201500000219;0;31;0;12.0;0.0;1.0;1.0;A01
319;201500000220;0;7;0;0.0;2.0;3.0;1.0;A01
320;201500000220;0;15;0;0.0;2.0;6.0;1.0;B02
321;201500000221;0;7;0;0.0;0.0;4.0;1.0;A01
322;201500000221;0;7;0;0.0;2.0;1.0;17.0;B02
323;201500000222;0;7;0;0.0;2.0;8.0;1.0;B02
324;201500000222;0;7;0;0.0;2.0;1.0;1.0;C03
325;201500000222;0;7;0;0.0;2.0;2.0;1.0;A01
326;201500000223;0;7;0;0.0;2.0;2.0;10.0;A01
327;201500000223;0;33;0;0.0;2.0;1.0;1.0;B02
328;201500000224;0;7;0;0.0;2.0;8.0;1.0;B02
329;201500000224;0;7;0;0.0;2.0;1.0;1.0;A01
330;201500000225;0;33;0;0.0;2.0;1.0;1.0;A01
331;201500000225;0;10;0;0.0;2.0;5.0;15.0;B02
332;201500000225;0;7;0;0.0;2.0;3.0;1.0;C03
333;201500000226;0;7;0;0.0;1.0;2.0;1.0;A01
334;201500000227;0;7;0;0.0;0.0;9.0;17.0;A01
335;201500000228;0;7;0;0.0;2.0;1.0;1.0;A01
336;201500000228;0;7;0;0.0;2.0;8.0;15.0;B02
337;201500000229;0;10;0;0.0;2.0;3.0;13.0;A01
338;201500000229;0;20;0;0.0;2.0;3.0;13.0;B02
339;201500000230;0;7;0;0.0;2.0;1.0;1.0;A01
340;201500000230;0;7;0;0.0;2.0;1.0;1.0;B02
341;201500000230;0;7;0;0.0;2.0;3.0;15.0;C03
342;201500000230;0;15;0;0.0;2.0;9.0;1.0;D04
343;201500000232;0;10;0;0.0;2.0;8.0;15.0;A01
344;201500000232;0;10;0;0.0;2.0;1.0;17.0;B02
345;201500000233;0;33;0;0.0;0.0;1.0;1.0;A01
346;201500000234;0;7;0;6.0;0.0;1.0;1.0;A01
347;201500000235;0;7;0;0.0;2.0;1.0;1.0;A01
348;201500000235;0;2;0;0.0;2.0;7.0;19.0;B02
349;201500000237;0;33;0;0.0;0.0;0.0;17.0;A01
350;201500000238;0;33;0;0.0;0.0;2.0;0.0;A01
351;201500000238;0;2;0;0.0;0.0;6.0;0.0;B02
352;201500000239;0;7;0;0.0;1.0;1.0;1.0;A01
353;201500000240;0;7;0;0.0;4.0;7.0;0.0;A01
354;201500000240;0;39;2;0.0;2.0;1.0;0.0;B02
355;201500000241;0;7;0;0.0;2.0;2.0;2.0;A01
356;201500000241;0;30;0;0.0;2.0;8.0;2.0;B02
357;201500000242;0;7;0;13.0;0.0;9.0;1.0;A01
358;201500000243;0;7;0;0.0;2.0;6.0;1.0;A01
359;201500000243;0;7;0;0.0;2.0;1.0;19.0;B02
360;201500000244;0;7;0;0.0;2.0;3.0;5.0;A01
361;201500000244;0;32;0;0.0;2.0;3.0;13.0;B02
362;201500000245;0;7;0;13.0;0.0;9.0;1.0;A01
363;201500000247;0;7;0;0.0;2.0;2.0;2.0;A01
364;201500000247;0;20;0;0.0;2.0;6.0;1.0;B02
365;201500000248;0;7;0;0.0;2.0;1.0;1.0;A01
366;201500000248;0;1;0;0.0;2.0;8.0;17.0;B02
367;201500000250;1;7;0;0.0;1.0;0.0;0.0;A01
368;201500000251;0;7;0;12.0;0.0;9.0;2.0;A01
369;201500000252;0;2;0;0.0;2.0;3.0;1.0;A01
370;201500000252;0;10;0;0.0;2.0;3.0;2.0;B02
371;201500000253;0;7;0;0.0;2.0;1.0;13.0;A01
372;201500000253;0;7;0;0.0;2.0;1.0;0.0;B02
373;201500000254;0;33;0;0.0;2.0;1.0;1.0;A01
374;201500000254;0;7;0;0.0;2.0;3.0;15.0;B02
375;201500000255;0;31;0;2.0;0.0;2.0;1.0;A01
376;201500000256;0;7;0;16.0;0.0;1.0;1.0;A01
377;201500000257;0;17;0;0.0;2.0;2.0;1.0;A01
378;201500000257;0;7;0;0.0;2.0;5.0;1.0;B02
379;201500000258;0;10;0;2.0;0.0;3.0;1.0;A01
380;201500000259;1;99;0;0.0;2.0;1.0;1.0;A01
381;201500000259;0;1;0;0.0;2.0;4.0;1.0;B02
382;201500000260;0;7;0;0.0;2.0;6.0;15.0;A01
383;201500000260;0;33;0;0.0;2.0;1.0;17.0;B02
384;201500000261;0;2;0;0.0;0.0;0.0;0.0;A01
385;201500000262;0;7;0;2.0;0.0;1.0;0.0;A01
386;201500000263;0;7;0;0.0;9.0;7.0;1.0;A01
387;201500000263;0;1;0;0.0;2.0;1.0;1.0;B02
388;201500000264;0;7;0;1.0;1.0;2.0;21.0;A01
389;201500000265;0;33;0;0.0;0.0;1.0;1.0;A01
390;201500000266;0;32;0;0.0;2.0;2.0;1.0;A01
391;201500000266;0;7;0;0.0;2.0;3.0;1.0;B02
392;201500000267;0;30;0;0.0;2.0;1.0;1.0;B02
393;201500000267;0;7;0;0.0;2.0;2.0;15.0;A01
394;201500000268;0;7;0;0.0;1.0;2.0;1.0;A01
395;201500000269;0;7;0;2.0;0.0;3.0;1.0;A01
396;201500000270;0;7;0;0.0;2.0;2.0;1.0;A01
397;201500000270;0;30;0;0.0;2.0;4.0;15.0;B02
398;201500000272;0;3;0;0.0;2.0;2.0;13.0;A01
399;201500000272;0;7;0;0.0;2.0;3.0;15.0;B02
400;201500000273;0;33;0;0.0;0.0;0.0;1.0;A01
401;201500000274;0;7;0;3.0;2.0;6.0;17.0;A01
402;201500000274;0;7;0;3.0;2.0;6.0;1.0;B02
403;201500000275;0;33;0;0.0;2.0;1.0;3.0;A01
404;201500000275;0;7;0;0.0;2.0;2.0;11.0;B02
405;201500000275;0;7;0;0.0;2.0;6.0;1.0;C03
406;201500000276;0;7;0;2.0;0.0;2.0;1.0;A01
407;201500000277;0;7;0;0.0;2.0;7.0;15.0;A01
408;201500000277;0;7;0;0.0;2.0;1.0;1.0;B02
409;201500000280;0;7;0;0.0;2.0;3.0;1.0;A01
410;201500000280;0;14;0;0.0;2.0;3.0;1.0;B02
411;201500000281;0;7;0;2.0;0.0;1.0;1.0;A01
412;201500000282;0;7;0;13.0;0.0;3.0;13.0;A01
413;201500000283;0;7;0;13.0;0.0;0.0;1.0;A01
414;201500000284;0;33;0;0.0;2.0;2.0;21.0;A01
415;201500000284;0;7;0;0.0;2.0;3.0;10.0;B02
416;201500000286;0;7;0;1.0;0.0;3.0;2.0;A01
417;201500000286;0;33;0;0.0;0.0;4.0;0.0;B02
418;201500000287;0;2;0;8.0;0.0;1.0;0.0;A01
419;201500000288;0;10;0;0.0;1.0;1.0;1.0;A01
420;201500000289;0;15;0;0.0;1.0;4.0;23.0;A01
421;201500000289;0;7;0;0.0;2.0;1.0;1.0;B02
422;201500000290;0;36;0;1.0;0.0;3.0;0.0;A01
423;201500000291;0;10;0;0.0;1.0;7.0;1.0;A01
424;201500000292;0;7;0;0.0;0.0;0.0;0.0;A01
425;201500000293;0;31;0;0.0;0.0;7.0;16.0;A01
426;201500000293;0;31;0;0.0;0.0;1.0;1.0;B02
427;201500000294;0;33;0;0.0;9.0;1.0;1.0;A01
428;201500000296;0;7;0;0.0;2.0;7.0;15.0;A01
429;201500000296;0;2;0;0.0;2.0;1.0;1.0;B02
430;201500000297;0;7;0;2.0;0.0;1.0;1.0;A01
431;201500000298;0;7;0;0.0;1.0;2.0;17.0;A01
432;201500000299;0;7;0;0.0;2.0;3.0;19.0;A01
433;201500000299;0;7;0;0.0;2.0;2.0;1.0;B02
434;201500000300;0;99;0;0.0;0.0;5.0;0.0;A01
